indic_id,chapter,page,paragraph
AR6_WG1_2_36,2,43,"The AR5 assessed large-scale INDICATORs of terrestrial paleo hydroclimate, including as part of its assessment of paleo floods and droughts, but did not assess proxy evidence for paleo hydroclimate INDICATORs over continental and larger scales. The paleoclimate evidence assessed in AR5 was broadly consistent with global hydroclimate scaling with temperature: warmer periods were wetter (e.g., the Pliocene; increased precipitation) with colder periods being drier (e.g., the LGM; decreased precipitation)."
AR6_WG1_2_37,2,43,"Substantial limitations exist in reconstructing the global hydrological cycle prior to the Quaternary, particularly during the Eocene, due to the lack of high-resolution proxy records and their sparsity. Spatial heterogeneity complicates identification of wetting and drying signals during the PETM and the EECO, with paleo data and model simulations suggesting an intensified global hydrological cycle (Carmichael et al., 2016, 2017; Hyland et al., 2017; West et al., 2020), in particular an increased specific humidity (Winnick et al., 2015; van Dijk et al., 2020). Conditions wetter than present were inferred for the MPWP (Cross Chapter Box 2.4), with intensified Asian monsoons (An et al., 2015) but with nevertheless drier conditions over tropical and subtropical SH locations (Pontes et al., 2020). A new global reconstruction of hydroclimate proxies for the LIG points to stronger boreal precipitation compared to 1850–1900 over high latitudes and especially over monsoon areas, with a more heterogeneous signal for the SH (Scussolini et al., 2019). This heterogeneity is also present in the tropics, characterized by large zonal differences in precipitation change due to the variations in the intensity of Walker circulation (Section 2.3.1.4.1). Available records INDICate reduced global vegetation cover and abundant atmospheric dust deposition during the LGM (increased aridity), particularly over the tropics and high latitudes (Lamy et al., 2014; Újvári et al., 2017). This agrees with models and moisture-sensitive proxies, suggesting an overall decrease in global precipitation during the LGM relative to recent decades, albeit with regional-scale heterogeneity (Cao et al., 2019). Despite lower global precipitation amounts, research since AR5 has identified a wetting of mid-latitudes during the LGM (Putnam and Broecker, 2017; Lowry and Morrill, 2018; Morrill et al., 2018), thereby complicating the characterization of the LGM as a relatively ‘dry’ period. Low evaporation rates and increased top-soil moisture during the LGM may have contributed to elevated levels of large closed- basin lakes located in the 30°–45° latitudinal belts (Putnam and Broecker, 2017; Scheff et al., 2017), such as the south-west United States (e.g., Ibarra et al., 2018), southern Australia (Petherick et al., 2013; Fitzsimmons et al., 2015; Sniderman et al., 2019) and Patagonia (e.g., Quade and Kaplan, 2017)."
AR6_WG1_2_38,2,44,"To summarize, since AR5 there has been considerable progress in detecting the variations of the global hydrological cycle prior to the instrumental period. There are INDICations from multiple sources of a wetting trend during the Holocene, particularly for the NH and parts of the SH tropics (medium confidence). Hydroclimate during the CE is dominated by regional variability, generally precluding definitive statements on changes at continental and larger scales, with a general reduction of mega-drought occurrences over the last about 500 years (medium confidence). Availability of proxy data for assessing Holocene hydroclimate variability is biased towards the NH, with medium evidence but low agreement for the assessment of SH changes."
AR6_WG1_2_39,2,44,"Records prior to the instigation of quasi-global coverage by radiosondes require the use of statistical relationships to infer TCWV from historical SST observations or the evaluation of centennial-scale reanalysis products (Smith and Arkin, 2015). These approaches reveal two periods of positive trends, one from 1910 to 1940 and the other from 1975 onwards (Zhang et al., 2013; Mieruch et al., 2014; Shi et al., 2018), concurrent with periods of positive SST trends (Figure 2.11). Potential sources of errors in the SST-based estimation of TCWV include both uncertainties in historical SST and uncertainties in the parameters that define the relationship between the variables (Smith and Arkin, 2015). Trends based on 20CRv2c, ERA-20C and ERA-20CM INDICate an increase in TCWV over much of the global ocean since the beginning of the 20th century, particularly over the tropics (Bordi et al., 2015; Smith and Arkin, 2015; Poli et al., 2016). TCWV trends"
AR6_WG1_2_40,2,46,"In situ precipitation records over land extend back for centuries in a few locations, and to the early to mid-20th century quasi-globally. Datasets differ in their input data, completeness of records, period covered, and the gridding procedures applied, which, given spatial clustering and the small spatial scales of precipitation, results in differences in global and regional estimates of precipitation changes (Q. Sun et al., 2018; Nogueira, 2020). The spatial variability of observed long-term trends (1901–2019) based on GPCC V2020 and CRU TS 4.04 (Figure 2.15a,b) INDICates significant increases in precipitation mainly over eastern North America, northern Eurasia, southern South America and north-western Australia. Decreases are strongest across tropical western and equatorial Africa and southern Asia. The temporal evolution of global annual land precipitation anomalies exhibits little consistency between GPCC V2020, CRU TS 4.04 and GHCNv4 datasets, especially prior to 1950, that is associated with limitations in data coverage (Figure 2.15c; Wu et al., 2013; Shen et al., 2014; Gu and Adler, 2015). These disagreements between datasets prior to the 1950s result in differences in trend estimates over global land (Table 2.6). A qualitative consistency in decadal and interdecadal variations between the products is only observed since the 1950s, with primarily positive land precipitation anomalies during the 1950s, 1970s and during 2000 to 2019 (Figure 2.15c)."
AR6_WG1_2_41,2,49,"River discharge is monitored widely, although gaps remain at a subcontinental scale over central Asia and Africa (Wei et al., 2020). Substantial recent efforts have been made to generate new global streamflow datasets, consolidating observations from many stream gauges to create streamflow INDICES (Do et al., 2018; Gudmundsson et al., 2018) and gridded products using neural networks (Barbarossa et al., 2018) or combinations between observations and reanalyses (Suzuki et al., 2018; Ghiggi et al., 2019)."
AR6_WG1_2_42,2,49,"2.3.1.4.1 The Hadley and Walker circulations The AR5 reported low confidence in trends in the strength of the Hadley circulation (HC) and the Walker circulation (WC) due to uncertainties in available reanalysis datasets and the large interannual-to-decadal variability of associated circulation patterns. However, AR5 INDICated a likely widening of the tropical belt since the 1970s, albeit with large uncertainty in the magnitude of this change. There was high confidence that the post-1990s strengthening of the Pacific WC reversed its weakening observed from the mid-19th century to the 1990s."
AR6_WG1_2_43,2,50,"Since AR5 several studies based upon a range of metrics and different reanalyses products have suggested that the annual mean HC extent has shifted poleward at an approximate rate of 0.1°–0.5° latitude per decade over the last about 40 years (Allen and Kovilakam, 2017; Davis and Birner, 2017; Grise et al., 2018; Staten et al., 2018, 2020; Studholme and Gulev, 2018; Grise and Davis, 2020). The observed widening of the annual mean HC, revealed by a variety of metrics, is primarily due to poleward shift of the Northern Hemisphere HC. There have been stronger upward trends in the NH extent of HC after 1992 (Figure 2.17a). The estimated magnitude of the recent changes based on modern-era reanalyses is not as large as that in AR5, due to apparent biases in older-generation reanalyses (Grise et al., 2019). Moreover, large interannual variability leads to uncertainties in estimates of long- term changes (Nguyen et al., 2013; Garfinkel et al., 2015b; Seviour et al., 2018; Staten et al., 2018), particularly for the NH given its zonal asymmetries (Staten et al., 2020; Wang et al., 2020). These large-scale features of the HC based on reanalyses agree with estimates revealed from the Integrated Global Radiosonde Archive (IGRA) during 1979–2012 (Lucas and Nguyen, 2015; Mathew et al., 2016). Recent trends based on reanalyses INDICate a larger seasonal widening in the HC for summer and autumn in each hemisphere, although the magnitude of changes in HC extent is strongly dependent on dataset and metrics used (Grise et al., 2018; Y. Hu et al., 2018; Staten et al., 2018). The shifts in the HC position were accompanied by a narrowing ITCZ over the Atlantic and Pacific basins, with no significant change in its location and increases in the precipitation intensity (Byrne et al., 2018)."
AR6_WG1_2_44,2,50,"Paleo evidence during the LGM INDICates a weaker WC over the Indian Ocean (DiNezio et al., 2018; Windler et al., 2019) with a stronger Pacific WC (DiNezio and Tierney, 2013). During the Holocene, a transition from a strong WC located more westward during the Early-to-Mid Holocene towards a weak and eastward shifted WC during the late Holocene was inferred from proxy records from the Pacific Warm Pool and South East Asia (Barr et al., 2019; Dang et al., 2020; Griffiths et al., 2020), in concurrence with changes in ENSO activity (Section 2.4.2). Reconstructions for the CE showed weakened WC during 1000–1250 and since 1850, with an intensified circulation during 1500–1850 CE (Xu et al., 2016; Deng et al., 2017)."
AR6_WG1_2_45,2,51,"over the last 30–40 years (e.g., Hu et al., 2013; L’Heureux et al., 2013; Yim et al., 2017). Based on estimation of changes in mid-tropospheric velocity from changes in observed cloud cover, Bellomo and Clement (2015) suggest a weakening and eastward shift of the WC over 1920–2010, however the robustness of this signal is questionable due to high uncertainty in the ship-reported cloud data used before 1954. Using centennial-scale 20CR reanalysis Tseng et al. (2019) showed that the vertical westerly wind shear over the western Pacific does not INDICate any long-term change during 1900–1980, but shows a marked increase since the 1980s that is not present in ERA-Interim and JRA-55, again calling into question the ability of centennial- scale reanalyses to capture tropical circulation changes. Recent strengthening together with a westward shift of the WC (Bayr et al., 2014; Ma and Zhou, 2016) was identified across several reanalysis products and observational datasets, and using different metrics for quantifying WC. Nevertheless, satellite observations of precipitation and analyses of upper tropospheric humidity suggest substantially weaker strengthening of the WC than implied by reanalyses (Chung et al., 2019). This recent strengthening in the WC is associated with enhanced precipitation in the tropical western Pacific, anomalous westerlies in the upper troposphere, strengthened downwelling in the central and eastern tropical Pacific, and anomalous surface easterlies in the western and central tropical Pacific (Dong and Lu, 2013; McGregor et al., 2014; Choi et al., 2016). Positive trends in sea level pressure over the eastern Pacific and concurrent negative trends over the Indonesian region result in a pattern implying a shift towards a La Niña-like WC regime, with strengthening of the Pacific Trade Winds mainly over 1979–2012 (L’Heureux et al., 2013; England et al., 2014; Sohn et al., 2016; Zhao and Allen, 2019). Seasonal assessment of the WC showed significant changes in the vertical westerly wind shear over the Pacific during the austral summer and autumn implying a strengthening (Clem et al., 2017)."
AR6_WG1_2_46,2,51,"An intensification of the NH monsoons in the early to mid-Holocene with increased precipitation and regional expansions of rainfall areas identified through a variety of proxy records is shown by Biasutti et al. (2018) and P.X. Wang et al. (2017). The response for the SH monsoons during this period INDICates a weakening in both summer and winter precipitation (P.X. Wang et al., 2014, 2017; Sachs et al., 2018). A decline in GM precipitation and a retraction of the northern fringes of monsoon areas was inferred from the mid-Holocene onwards, with some regions experiencing wetter conditions during the mid to late Holocene compared with present and a strengthening of the SH monsoons (P.X. Wang et al., 2014, 2017; Sachs et al., 2018). For the CE, GM reconstructions exhibit inter-hemispheric contrast during the period 950–1250 CE, with intensified NH monsoons and weakened SH monsoons, and the opposite pattern during 1400–1850 CE (P.X. Wang et al., 2014; An et al., 2015)."
AR6_WG1_2_47,2,51,"In summary, observed trends during the last century INDICate that the GM precipitation decline reported in AR5 has reversed since the 1980s, with a likely increase mainly due to a significant positive trend in the NH summer monsoon precipitation (medium confidence). However, GM"
AR6_WG1_2_48,2,52,"The AR5 reported a likely poleward shift of storm tracks and jet streams since the 1970s from different datasets, variables and approaches. These trends were consistent with the HC widening and the poleward shifting of the circulation features since the 1970s. There was low confidence in any large-scale change in blocking. Proxy records consistent with modelling results imply a southward shift of the storm tracks over the North Atlantic during the LGM (Raible et al., 2021). A variety of proxies are available for the changes in the position of the extratropical jets/westerlies during the Holocene. Recent syntheses of moisture-sensitive proxy records INDICate drier-than-present conditions over mid-latitudes of western North America (Hermann et al., 2018; Liefert and Shuman, 2020) during the MH, which together with a weakened Aleutian Low (Bailey et al., 2018) implies that the winter North Pacific jetstream was shifted northward. A synthesis of lines of evidence from the SH INDICates that the westerly winds were stronger over 14–5 ka, followed by regional asymmetry after 5 ka (Fletcher and Moreno, 2012). There is no consensus on the shifts of the SH westerlies with some studies implying poleward migrations (Lamy et al., 2010; Voigt et al., 2015; Turney et al., 2017; Anderson et al., 2018) and others suggesting an equatorward shift (Kaplan et al., 2016) in the MH."
AR6_WG1_2_49,2,52,"During 950–1400 CE, hydroclimate INDICATORs suggest a northward shift of Pacific storm tracks over North America (McCabe-Glynn et al., 2013; Steinman et al., 2014) which was comparable in magnitude to that over 1979–2015 (J. Wang et al., 2017a). Storm tracks over the North Atlantic-European sector shifted northward as INDICated by multi-proxy INDICATORs over the North Atlantic (Wirth et al., 2013; Orme et al., 2017) and Mediterranean (Roberts et al., 2012). Reconstructed westerly winds in the SH suggest a poleward shift (Lamy et al., 2010; Schimpf et al., 2011; Goodwin et al., 2014; Koffman et al., 2014; Moreno et al., 2018), with latitudinal change comparable to that during recent decades (Swart and Fyfe, 2012; Manney and Hegglin, 2018)."
AR6_WG1_2_50,2,52,"Multiple reanalyses show that since 1979 the subtropical jet wind speeds have generally increased in winter and decreased in summer in both hemispheres, but the trends are regionally dependent (Pena-Ortiz et al., 2013; Manney and Hegglin, 2018; S.H. Lee et al., 2019). Over NH mid-latitudes, the summer zonal wind speeds have weakened in the mid-troposphere (Francis and Vavrus, 2012; Coumou et al., 2014, 2015; Haimberger and Mayer, 2017). Meanwhile there are INDICations of enhanced jetstream meandering in boreal autumn at the hemispheric scale (Francis and Vavrus, 2015; Di Capua and Coumou, 2016), whereas the regional arrangement of meandering depends on the background atmospheric state (Cohen et al., 2020). These meandering trends, however, are sensitive to the metrics used (Screen and Simmonds, 2013; Hassanzadeh et al., 2014;"
AR6_WG1_2_51,2,56,"Over the past two decades, first-year sea ice has become more dominant and the oldest multiyear ice (older than 4 years) which in March 1985 made up 33% of the Arctic sea-ice cover, has nearly disappeared, making up 1.2% in March 2019 (Perovich et al., 2020). The loss of older ice is INDICative of a thinning overall of ice cover (Tschudi et al., 2016), but also the remaining older ice has become thinner (E. Hansen et al., 2013). Since in situ ice thickness measurements are sparse, information about ice thickness is mainly based on airborne and satellite surveys. Records from a combination"
AR6_WG1_2_52,2,57,"of different platforms show for the central and western Arctic Ocean (Arctic Ocean north of Canada and Alaska) negative trends since the mid-1970s (Lindsay and Schweiger, 2015; Kwok, 2018), with a particularly rapid decline during the 2000s, which coincided with a large loss of multiyear sea ice. Direct observations from 2004 and 2017 INDICate a decrease of modal ice thickness in the Arctic Ocean north of Greenland by 0.75 m, but with little thinning between 2014 and 2017 (Haas et al., 2017). This agrees with data based on satellite altimetry and airborne observations, showing no discernible thickness trend since 2010 (Kwok and Cunningham, 2015; Kwok, 2018; Kwok and Kacimi, 2018; see Figure 2.21). However, sea-ice thickness derived from airborne and spaceborne data is still subject to uncertainties imposed by snow loading. For radar altimeters, insufficient penetration of radar signal into the snowpack results in overestimation of ice thickness (e.g., Ricker et al., 2015; King et al., 2018; Nandan et al., 2020). Negative trends in ice thickness since the 1990s are also reported from the Fram Strait in the Greenland Sea, and north of Svalbard (E. Hansen et al., 2013; Renner et al., 2014; King et al., 2018; Rösel et al., 2018; Spreen et al., 2020). Thickness data collected in the Fram Strait originate from ice exported from the interior of the Arctic Basin and are representative of a larger geographical area upstream in the transpolar drift. A reduction of survival rates of sea ice exported from the Siberian shelves by 15% per decade has interrupted the transpolar drift and affected the long- range transport of sea ice (Krumpen et al., 2019). The thinner and on average younger ice has less resistance to dynamic forcing, resulting in a more dynamic ice cover (Hakkinen et al., 2008; Spreen et al., 2011; Vihma et al., 2012; Kwok et al., 2013). Changes in Arctic sea ice thickness The SROCC noted the lack of continuous records of snow on sea ice. Nevertheless in recent decades, more snow on sea ice has been observed in the Atlantic sector in the Arctic than in the western Arctic Ocean (Webster et al., 2018). Previously, Warren et al. (1999) showed that over 1954–1991 there were weak trends towards declining snow depth on sea ice in the Pacific sector. Recent observations INDICate a substantial thinning of the spring snowpack in the western Arctic (Cavalieri et al., 2012; Brucker and Markus, 2013; Kurtz et al., 2013; Laxon et al., 2013; Webster et al., 2018). In contrast, thick snow over Arctic sea ice in the Atlantic sector north of Svalbard (snow thickness around 0.4 m or more) has been observed in the 1970s and since the 1990s (Rösel et al., 2018), but data are too sparse to detect trends."
AR6_WG1_2_53,2,57,"In summary, over 1979–2019 Arctic SIA has decreased for all months, with the strongest decrease in summer (very high confidence). Decadal means for SIA decreased from the first to the last decade in that period from 6.23 to 3.76 million km 2 for September, and from 14.52 to 13.42 million km 2 for March. Arctic sea ice has become younger, thinner and faster moving (very high confidence). Snow thickness on sea ice has decreased in the western Arctic Ocean (medium confidence). Since the Younger Dryas at the end of the LDT, proxy INDICATORs show that Arctic sea ice has fluctuated on multiple time scales with a decrease in sea ice coverage during the Early Holocene and an increase from the MH to the mid-15th century. Current pan-Arctic sea ice coverage levels (annual mean and late summer) are unprecedentedly low since 1850 (high confidence), and with medium confidence for late summer for at least the past 1 kyr."
AR6_WG1_2_54,2,57,"2.3.2.1.2 Antarctic sea ice The AR5 reported a small but significant increase in the total annual mean Antarctic SIE that was very likely in the range of 1.2–1.8% per decade between 1979 and 2012 (0.13–0.20 million km 2 per decade) (very high confidence), while SROCC reported that total Antarctic sea ice coverage exhibited no significant trend over the period of satellite observations (1979–2018) (high confidence). The SROCC noted that a significant positive trend in mean annual sea ice cover between 1979 and 2015 had not persisted, due to three consecutive years of below-average sea ice cover (2016–2018). The SROCC stated also that historical Antarctic sea ice data from different sources INDICated a decrease in overall Antarctic sea ice cover since the early 1960s, but was too small to be separated from natural variability (high confidence)."
AR6_WG1_2_55,2,57,"There is only limited evidence from predominantly regional paleo proxies for the evolution of Southern Ocean sea ice before the instrumental record and estimates are not available for all proxy target periods (Section 9.3.2). Proxies from marine sediments for intervals preceding and following the MPWP INDICate open water conditions with less sea ice than modern conditions (Taylor-Silva and Riesselman, 2018; Ishino and Suto, 2020). During the LGM, proxies INDICate that austral winter sea ice coverage reached the polar ocean front (e.g., Nair et al., 2019). More recently, sea ice coverage appears to have fluctuated substantially throughout the Holocene (e.g., for the western Amundsen Sea, Lamping et al., 2020). At the beginning of the CE, regional summer sea ice coverage in the north-western Ross Sea was lower than today (Tesi et al., 2020). Crosta et al. (2021) suggest, based on different proxies, four different phases with 7–10 months"
AR6_WG1_2_56,2,58,"periods of sea ice occurrence per year in the Antarctic region off Adelie Land during the CE, where each phase was several hundred years long. More recent sea ice reconstructions are based on diverse sources including whaling records (de La Mare, 1997, 2009; Cotté and Guinet, 2007), old ship logbooks (Ackley et al., 2003; Edinburgh and Day, 2016), and ice core records (Curran et al., 2003; Abram et al., 2010; Sinclair et al., 2014), amongst other methods (e.g., Murphy et al., 2014). These reconstructions, in combination with recent satellite- based observations INDICate: (i) a decrease in summer SIE across all Antarctic sectors since the early- to mid-20th century; (ii) a decrease in winter SIE in the East Antarctic and Amundsen-Bellingshausen Seas sectors starting in the 1960s; and (iii) small fluctuations in winter SIE in the Weddell Sea over the 20th century (Hobbs et al., 2016a, b). There are also ice-core INDICations that the pronounced Ross Sea increase dates back to the mid-1960s (Sinclair et al., 2014; Thomas and Abram, 2016). While there is reasonable broad-scale concurrence across these estimates, the uncertainties are large, there is considerable interannual variability, and reconstructions require further validation (Hobbs et al., 2016a, b). New reconstructions (Thomas et al., 2019) from Antarctic land ice cores show that SIE in the Ross Sea had increased between 1900 and 1990, while the Bellingshausen Sea had experienced a decline in SIE; this dipole pattern is consistent with satellite-based observations from 1979 to 2019 (Parkinson, 2019), but the recent rate of change then has been larger. Records of Antarctic SIE for the late 19th and early 20th centuries (Edinburgh and Day, 2016), show SIE comparable with the satellite era, although with marked spatial heterogeneity (e.g., Thomas et al., 2019)."
AR6_WG1_2_57,2,58,"Early Nimbus satellite visible and infrared imagery from the 1960s (Meier et al., 2013; Gallaher et al., 2014) INDICate higher overall SIE compared to 1979–2013 (Hobbs et al., 2016a, b), but with large uncertainties and poorly quantified biases (NA SEM, 2017). The continuous satellite passive-microwave record shows that there was a modest increase in overall Antarctic SIA of 2.5% ± 0.2% per decade (1 standard error over 1979–2015; Comiso et al., 2017). For overall ice coverage and for this period, positive long-term trends were most pronounced during austral autumn advance (Maksym, 2019), being moderate in summer and winter, and lowest in spring (Holland, 2014; Turner et al., 2015; Hobbs et al., 2016a, b; Comiso et al., 2017). Since 2014, overall Antarctic SIE (and SIA) has exhibited major fluctuations from record-high to record-low satellite era extents (Massonnet et al., 2015; Reid and Massom, 2015; Reid et al., 2015; Comiso et al., 2017; Parkinson, 2019). After setting record- high extents each September from 2012 through 2014, Antarctic SIE (and SIA) dipped rapidly in mid-2016 and remained predominantly below average through 2019 (Reid et al., 2020). For the most recent decade of observations (2010–2019), the decadal means of three SIA products (Figure 2.20b) were 2.17 million km 2 for February and 15.75 million km 2 for September, respectively. The corresponding levels for the means for the first decade of recordings (1979–1988) were 2.04 million km 2 for February and 15.39 million km 2 for September INDICating little overall change. Initial SIA data for 2020 (OSISAF) show SIA for September above, and for February slightly below the recent decadal means (Figure 2.20b). The 2020 September level (OSISAF) remains below the levels observed over 2012–2014. In summary, Antarctic sea ice has experienced both increases and decreases in SIA over 1979–2019, and substantively lower levels since 2016, with only minor differences between decadal means of SIA for the first (for February 2.04 million km 2 , for September 15.39 million km 2 ) and last decades (for February 2.17 million km 2 , for September 15.75 million km 2 ) of satellite observations (high confidence). There remains low confidence in all aspects of Antarctic sea ice prior to the satellite era owing to a paucity of records that are highly regional in nature and often seemingly contradictory."
AR6_WG1_2_58,2,58,"Analysis of the combined in situ observations (Brown, 2002) and the multi-observation product (Mudryk et al. 2020) INDICates that since 1922, April SCE in the NH has declined by 0.29 million km 2 per decade, with significant interannual variability (Figure 2.22) and regional differences (Section 9.5.3.1). The limited pre-satellite era data does not allow for a similar assessment for the entire spring-summer period. Assessment of SCE trends in the NH since 1978 INDICates that for the October to February period there is substantial uncertainty in trends with the sign dependent on the observational product. Analysis using the NOAA Climate Data Record shows an increase in October to February SCE (Hernández-Henríquez et al., 2015; Kunkel et al., 2016) while analyses based on satellite borne optical sensors (Hori et al., 2017) or multi-observation products (Mudryk et al., 2020) show a negative trend for all seasons (Section 9.5.3.1 and Figure 9.23). The greatest declines in SCE have occurred during boreal spring and summer, although the estimated magnitude is dataset dependent (Rupp et al., 2013; Estilow et al., 2015; Bokhorst et al., 2016; Thackeray et al., 2016; Connolly et al., 2019)."
AR6_WG1_2_59,2,59,"There has been a commensurate decrease in the snow-cover duration and persistence, particularly in higher latitudes due to earlier spring melt and, in some cases, later autumn onset of snow cover (Chen et al., 2015; Derksen et al., 2015; Hori et al., 2017; Hammond et al., 2018). Arctic snow-cover duration has decreased by 2–4 days per decade since the 1970s (Brown et al., 2017). Significant decreases in snow-cover duration have been documented over western Eurasia since 1978 (Hori et al., 2017). For the NH, maximum snow depth has generally decreased since the 1960s, with more robust trends for North America and greater uncertainty for Eurasia (Kunkel et al., 2016). Several satellite-based passive microwave and other products INDICate general declines in pre-melt snow water equivalent since 1981 although there is regional and inter-dataset variability (Brown et al., 2017; Jeong et al., 2017; Marty et al., 2017; Mortimer et al., 2020; Mudryk et al., 2020; Pulliainen et al., 2020, Section 9.5.3)."
AR6_WG1_2_60,2,59,"Two recent global reviews on glaciers over the Holocene (Solomina et al., 2015) and the past 2 kyr (Solomina et al., 2016) summarize the chronologies of respectively 189 and 275 glaciers. The former shows that glaciers retreated during the LDT and retracted to their minimum extent between 8 ka and 6 ka. Except for some glaciers in the SH and tropics, glaciers expanded thereafter, reaching their maximum extent beyond their present-day margins during the mid- 15th to late 19th centuries CE. With few exceptions, glacier margins worldwide have retreated since the 19th century, with the rate of retreat and its global character since the late 20th century being unusual in the context of the Holocene (Solomina et al., 2016, Figure 2.23a). However, the areal extents of modern glaciers in most places in the NH are still larger than those of the early and/or middle Holocene (Solomina et al., 2015). When considering Holocene and present glaciers extents, it is important to account for the relatively long adjustment time of glaciers (often referred to as response time; Section 9.5.1.3); the majority of modern glaciers are currently out of equilibrium with current climate, even without further global warming (Mernild et al., 2013; Christian et al., 2018; Marzeion et al., 2018; Zekollari et al., 2020). The size of glaciers during other periods warmer than the Early to Mid-Holocene, such as the MPWP and LIG, is largely unknown because the deposits marking previous extents were in almost all cases over-ridden by later glaciations. For Arctic glaciers, different regional studies consistently INDICate that in many places glaciers are now smaller than they have been in millennia (Lowell et al., 2013; Miller et al., 2013, 2017; Harning et al., 2016, 2018; Schweinsberg et al., 2017, 2018; Pendleton et al., 2019). annual mass change"
AR6_WG1_2_61,2,60,"New glacier outline (RGI Consortium, 2017) and glacier mass compilations (Zemp et al., 2019, 2020; Ciracì et al., 2020; Hugonnet et al., 2021) improve, refine and update the quantification of glacier areal and mass changes based on observations from in situ and remote sensing data. Observations between the 1960s and 2019 INDICate that mass loss has increased over recent decades (Figure 2.23b). The overall global glacier mass loss rate has increased from 240 ± 9 Gt yr –1 over 2000–2009 to 290 ± 10 Gt yr –1 over 2010–2019 (Hugonnet et al., 2021), confirming that the last decade exhibits the most negative glacier mass balance since the beginning of the observational record. Observations are in general consistent with trends revealed by global glacier mass change modelling for almost the entire 20th century (1901–1990) implying an estimated mass loss (without uncharted glaciers (Parkes and Marzeion, 2018) and excluding peripheral glaciers of Greenland and Antarctica) of very likely 210 ± 90 Gt yr –1 and very likely 170 ± 80 Gt yr –1 for the period 1971–2019 (Marzeion et al., 2015; Section 9.5.1 and Table 9.5)."
AR6_WG1_2_62,2,60,"Details of the history of the GrIS fluctuations during warm interglacials continue to be elucidated. Oscillations over the past 7.5 Myr, including the Pliocene and through the glacial – interglacial cycles of the Pleistocene are not well-constrained, but most studies INDICate that Greenland was at least partially glaciated over this time with extended periods when it was predominantly deglaciated (Bierman et al., 2016; Schaefer et al., 2016). Geological evidence and modelling studies suggest periods of glacial intensification during the Pliocene at 4.9 Myr, 4.0 Myr, 3.6 Myr and 3.3 Myr (De Schepper et al., 2014; Bierman et al., 2016; Bachem et al., 2017). Retreat of the GrIS occurred during the MPWP and GrIS extent was reduced compared to today with some studies suggesting that the ice sheet was limited to the highest elevations (De Schepper et al., 2014; Koenig et al., 2015; Haywood et al., 2016; Blake-Mizen et al., 2019). There is apparent glacial intensification following the MPWP, 2.75–2.72 Myr (Nielsen and Kuijpers, 2013; De Schepper et al., 2014; Blake-Mizen et al., 2019; Knutz et al., 2019). Several studies agree that during the LIG the total GrIS extent was likely less than present day (Section 9.4.1, Figure 9.17) with the total mass loss ranging from 0.3–6.2 m sea level equivalent (SLE), although timing and magnitude of this mass loss are not well constrained (Helsen et al., 2013; Stone et al., 2013; Vasskog et al., 2015; Goelzer et al., 2016; Sinclair et al., 2016; Yau et al., 2016; Clark et al., 2020). During the LGM, the GrIS reached a peak ice volume greater than present (2–5 m SLE), as revealed by the limited number of available geological records (Simpson et al., 2009; Lecavalier et al., 2014; Batchelor et al., 2019)."
AR6_WG1_2_63,2,60,"Greenland-wide estimates of mass change based on direct observations were limited prior to 1992 at the time of AR5 (Kjeldsen et al., 2015). Combined records based on airborne observations, model-based estimates and geodetic approaches INDICate an average mass loss of 75 ± 29.4 Gt yr –1 for 1900–1983 (Kjeldsen et al., 2015). Integration of proxies and modelling INDICates that the last time the rate of mass loss of the GrIS was plausibly similar to 20th century rates was during the early Holocene (Buizert et al., 2018; Briner et al., 2020)."
AR6_WG1_2_64,2,61,"Process understanding and, to some extent, paleoclimate records show that changes in parts of the AIS can occur over multi-century time scales (<2kyr; Sections 9.4.2.3 and 9.6.2; e.g., Dowdeswell et al., 2020). Based on physical understanding, paleo evidence and numerical simulations, it is very likely that the AIS has been smaller than today during at least some past warm climates (such as MCO and LIG), in particular the WAIS (Figure 9.18; Golledge et al., 2014; de Boer et al., 2015; DeConto and Pollard, 2016; Levy et al., 2016). Results from sediment studies suggest a smaller AIS during the MPWP compared with current levels, with main differences in the WAIS (Section 9.6.2; SROCC, IPCC, 2019; Bertram et al., 2018; Shakun et al., 2018). Marine sediments INDICate that during the Pleistocene repeated ungrounding and loss of large marine-based parts of the AIS occurred during interglacial periods, with at least seven transitions between floating and grounded ice in the Ross Sea during the last 780 kyr (McKay et al., 2012) and at least three reductions in ice volume in the Wilkes Basin during the last 500 kyr (Wilson et al., 2018). Proxies, modelling and process understanding (Rohling et al., 2019; Clark et al., 2020) INDICate that the AIS was smaller during the LIG than present."
