indicator_orig,indicator_harmonized,indic_id,var_indic,ILK
Diversity of competent hosts of vector-borne diseases,diversity of competent hosts of vector-borne diseases,IPBES_GA_2.3_42_143,2,NA
Reduced risk of disease transmission,reduced risk of disease transmission,IPBES_GA_2.3_42_143,2,NA
Reduced incidence of infectious diseases,reduced incidence of infectious diseases,IPBES_GA_2.3_42_143,2,NA
Extent of agricultural land,extent of agricultural land,IPBES_GA_2.3_42_143,2,NA
Energy content of bioenergy crops,energy content of bioenergy crops,IPBES_GA_2.3_42_143,2,NA
Revenue from bioenergy production,revenue from bioenergy production,IPBES_GA_2.3_42_143,2,NA
Extent of forested land,extent of forests,IPBES_GA_2.3_42_143,2,NA
Production of fuelwood,production of fuelwood,IPBES_GA_2.3_42_143,2,NA
Energy security from bio-energy and fuelwood,energy security from bio-energy and fuelwood,IPBES_GA_2.3_42_143,2,NA
Food produced (kcal),food produced (kcal),IPBES_GA_2.3_42_143,2,NA
Food quality (nutrients),food quality (nutrients),IPBES_GA_2.3_42_143,2,NA
Reduced malnutrition,reduced malnutrition,IPBES_GA_2.3_42_143,2,NA
Marine stocks,marine stocks,IPBES_GA_2.3_42_143,2,NA
Reduced hunger,reduced hunger,IPBES_GA_2.3_42_143,2,NA
Seafood produced (kcal),seafood produced (kcal),IPBES_GA_2.3_42_143,2,NA
Agriculture-based materials produced (tons),agriculture-based materials produced (tons),IPBES_GA_2.3_42_143,2,NA
Employment in materials production,employment in materials production,IPBES_GA_2.3_42_143,2,NA
Timber production (m3),timber production (m3),IPBES_GA_2.3_42_143,2,NA
Revenue from forestry,revenue from forestry,IPBES_GA_2.3_42_143,2,NA
Fraction of species known to be medicinal,species used for medicine,IPBES_GA_2.3_42_143,2,NA
Natural medicinal products and manufactured bio-derived medicines,natural medicinal products and manufactured bio-derived medicines,IPBES_GA_2.3_42_143,2,NA
Improved health from natural medicines or bio-derived medicines,improved health from natural medicines or bio-derived medicines,IPBES_GA_2.3_42_143,2,NA
Phylogenetic diversity,phylogenetic diversity,IPBES_GA_2.3_42_143,2,NA
Gene bank accession and available genetic resources,gene bank accession and available genetic resources,IPBES_GA_2.3_42_143,2,NA
Proximity of people and nature,proximity of people and nature,IPBES_GA_2.3_42_143,2,NA
Ideas and products mimicking or inspired by nature,ideas and products mimicking or inspired by nature,IPBES_GA_2.3_42_143,2,NA
Economic value of bio-inspired production,economic value of bio-inspired production,IPBES_GA_2.3_42_143,2,NA
Diversity of life from which to learn,diversity of life from which to learn,IPBES_GA_2.3_42_143,2,NA
Area of natural and traditional landscapes and seascapes,area of natural and traditional landscapes and seascapes,IPBES_GA_2.3_42_143,2,NA
"Visitation rates to natural terrestrial, coastal, and marine areas","visitation rates to natural terrestrial, coastal, and marine areas",IPBES_GA_2.3_42_143,2,NA
"Increased awareness, care, mental health, cultural security, life satisfaction - urban","increased awareness, care, mental health, cultural security, life satisfaction - urban",IPBES_GA_2.3_42_143,2,NA
"Increased awareness, care, mental health, cultural security, life satisfaction - rural and IPLC","increased awareness, care, mental health, cultural security, life satisfaction - rural and iplc",IPBES_GA_2.3_42_143,2,NA
"Daily exposure natural terrestrial, coastal and marine areas","daily exposure natural terrestrial, coastal and marine areas",IPBES_GA_2.3_42_143,2,NA
Stability of land use and land cover,stability of land use and land cover,IPBES_GA_2.3_42_143,2,NA
Identity value – urban,identity value - urban,IPBES_GA_2.3_42_143,2,NA
Identity value - rural and IPLC,identity value - rural and iplc,IPBES_GA_2.3_42_143,2,NA
Visitation to natural areas,visitation to natural areas,IPBES_GA_2.3_50_149,2,NA
 Percentage of population living in dense urban areas,percentage of population living in dense urban areas,IPBES_GA_2.3_50_149,2,NA
Historic land use change since 1970,historic land use change since 1970,IPBES_GA_2.3_53_152,2,NA
Leaf surface area,leaf surface area,IPBES_GA_2.3_56_155,1,NA
 net carbon sequestration,carbon sequestration,IPBES_GA_2.3_56_155,1,NA
 transfer of water to the atmosphere,transfer of water to the atmosphere,IPBES_GA_2.3_56_155,1,NA
 biotic productivity,biotic productivity,IPBES_GA_2.3_56_155,1,NA
Extent of protected and intact habitat globally,extent of protected and intact habitat globally,IPBES_GA_2.3_59_157,2,NA
Correlation between high cultural diversity and areas of high biodiversity,correlation between high cultural diversity and areas of high biodiversity,IPBES_GA_2.3_71_160,1,NA
Population extinctions,population extinctions,IPBES_GA_2.3_75_161,1,NA
 Range contractions,range contractions,IPBES_GA_2.3_75_161,1,NA
IUCN Red list index,red list index,IPBES_GA_4_30_175,2,NA
Biomass abundance,biomass abundance,IPBES_GA_4_34_176,2,NA
 Production,production,IPBES_GA_4_34_176,2,NA
 Species distribution area and shift,species distribution area and shift,IPBES_GA_4_34_176,2,NA
 Species Richness,species richness,IPBES_GA_4_34_176,2,NA
 Habitat area and Quality,habitat area and quality,IPBES_GA_4_34_176,2,NA
 Organisms` size or growth,organisms` size or growth,IPBES_GA_4_34_176,2,NA
 Reproduction rate,reproduction rate,IPBES_GA_4_34_176,2,NA
" Pest, invasive or harmful species","pest, invasive or harmful species",IPBES_GA_4_34_176,2,NA
 C pool,c pool,IPBES_GA_4_34_176,2,NA
Global sclae ecosystem carbon storage,global scale ecosystem carbon storage,IPBES_GA_4_87_186,2,NA
Adaptive capacity index (ACI),adaptive capacity index (aci),IPBES_GA_4_129_208,2,NA
OECD Better life index,oecd better life index,IPBES_GA_4_131_209,2,NA
Living Planet Index,living planet index,IPBES_GA_4_144_217,2,NA
SDG Index,sustainable development goals index,IPBES_GA_4_147_220,2,NA
Proportion of fish stocks within safe biological limits,proportion of fish stocks within biologically sustainable levels,IPBES_GA_4_152_225,2,NA
 global effort in bottom trawling,global effort in bottom-trawling,IPBES_GA_4_152_225,2,NA
 MSC certified fisheries,marine stewardship council certified fisheries,IPBES_GA_4_152_225,2,NA
Ocean health index,ocean health index,IPBES_GA_4_155_228,2,NA
 Cumulative human impacts on marine ecosystems,cumulative human impacts on marine ecosystems,IPBES_GA_4_155_228,2,NA
 average conservation status,average conservation status,IPBES_GA_4_158_230,2,NA
 Living Planet INDEX,living planet index,IPBES_GA_5_10_235,2,NA
 Biodiversity Intactness INDEX,biodiversity intactness index,IPBES_GA_5_10_235,2,NA
Mean Species Abundance Index,mean species abundance (msa),IPBES_GA_5_34_243,2,NA
 Extent of Suitable Habitat ESH Index,extent of suitable habitat index (esh),IPBES_GA_5_34_243,2,NA
 Living Planet Index,living planet index,IPBES_GA_5_34_243,2,NA
 Species Area Relationship,species area relationship,IPBES_GA_5_34_243,2,NA
Human Development Index,human development index (hdi),IPBES_GA_5_68_252,2,NA
Happy Planet INDEX,happy planet index,IPBES_GA_5_69_253,2,NA
 Gross Domestic Happiness INDEX,gross national happiness index,IPBES_GA_5_69_253,2,NA
Ecological Footprint,ecological footprint,IPBES_GA_5_73_254,2,NA
Gini Index,gini index,IPBES_GA_5_80_256,2,NA
Rule of Law Index,rule of law index,IPBES_GA_5_104_261,2,NA
 Environmental Performance Index,environmental performance index,IPBES_GA_5_104_261,2,NA
Environmental Performance Index,environmental performance index,IPBES_GA_5_107_262,2,NA
Happy Planet Index,happy planet index,IPBES_GA_5_108_263,2,NA
Ocean Health Index,ocean health index,IPBES_GA_6_86_279,2,NA
Water Quality Risk index,water quality risk index,IPBES_GA_6_93_281,2,NA
MiBiD Index,mibid index,IPBES_GA_6_122_285,2,NA
Commodity Index,commodity index,IPBES_GA_6_137_288,2,NA
Index of Sustainable Economic Welfare (ISEW),index of sustainable economic welfare (isew),IPBES_GA_6_139_289,2,NA
 Genuine Progress Indicator (GPI),genuine progress indicator,IPBES_GA_6_139_289,2,NA
 GDP,gross domestic product,IPBES_GA_6_139_289,2,NA
Gross National Happiness Index,gross national happiness index,IPBES_GA_6_140_290,2,NA
Biodiversity Barometer (% of respondents that have heard of biodiversity),biodiversity barometer (percentage of respondents that have heard of biodiversity),IPBES_GA_3_15_329,2,NA
 Biodiversity Barometer (% of respondents giving correct definition of biodiversity),biodiversity barometer (percentage of respondents giving correct definition of biodiversity),IPBES_GA_3_15_329,2,NA
 Funding for environmental education,funding for environmental education,IPBES_GA_3_15_329,2,NA
 Online interest in biodiversity (proportion of google searches),online interest in biodiversity (proportion of google searches),IPBES_GA_3_15_329,2,NA
 Funding for Environmental Impact Assessments,funding for environmental impact assessments,IPBES_GA_3_15_329,2,NA
 Number of research studies involving economic valuation,number of research studies involving economic valuation,IPBES_GA_3_15_329,2,NA
 World Trade Organisation greenbox agricultural subsidies,world trade organisation greenbox agricultural subsidies,IPBES_GA_3_15_329,2,NA
 Funding towards institutional capacity building in fisheries,funding towards institutional capacity building in fisheries,IPBES_GA_3_15_329,2,NA
 Percentage of countries that are Category 1 CITES Parties,percentage of countries that are category 1 cites parties,IPBES_GA_3_15_329,2,NA
 Ecological Footprint,ecological footprint,IPBES_GA_3_15_329,2,NA
 Red List Index (impacts of utilisation),red list index (for utilized species),IPBES_GA_3_15_329,2,NA
 Red List Index (internationally traded species),red list index (internationally traded species),IPBES_GA_3_15_329,2,NA
 Human appropriation of fresh water,human appropriation of fresh water,IPBES_GA_3_15_329,2,NA
 Wetland Extent Trends Index,wetland extent trends index,IPBES_GA_3_15_329,2,NA
 Area of tree cover loss,tree cover,IPBES_GA_3_15_329,2,NA
 Percentage natural habitat extent,extent of suitable habitat,IPBES_GA_3_15_329,2,NA
 Wild Bird Index (habitat specialists),wild bird index (habitat specialists),IPBES_GA_3_15_329,2,NA
 Red List index (forest specialists),red list index (forest specialists),IPBES_GA_3_15_329,2,NA
 Proportion of fish stocks within safe biological limits,proportion of fish stocks within biologically sustainable levels,IPBES_GA_3_15_329,2,NA
 Marine Stewardship Council certified fisheries,marine stewardship council certified fisheries,IPBES_GA_3_15_329,2,NA
 Global effort in bottom-trawling,global effort in bottom-trawling,IPBES_GA_3_15_329,2,NA
 Marine trophic index,marine trophic index (mti),IPBES_GA_3_15_329,2,NA
 Red List Index (impacts of fisheries),red list index (impacts of fisheries),IPBES_GA_3_15_329,2,NA
 Wild Bird Index (farmland birds),wild bird index (farmland birds),IPBES_GA_3_15_329,2,NA
 Area of agricultural land under organic production,area of agricultural land under organic production,IPBES_GA_3_15_329,2,NA
 Area of agricultural land under conservation,area of agricultural land under conservation,IPBES_GA_3_15_329,2,NA
proportion of countries that are category 1 signatories to the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES),proportion of countries that are category 1 signatories to the convention on international trade in endangered species of wild fauna and flora (cites),IPBES_GA_3_26_354,1,NA
Growth in human appropriation of net primary production (HANPP) ,growth in human appropriation of net primary productivity,IPBES_GA_3_26_355,2,NA
 ecological footprint,ecological footprint,IPBES_GA_3_26_355,2,NA
 water footprint,water footprint,IPBES_GA_3_26_355,2,NA
 Demand for greener products and services,demand for greener products and services,IPBES_GA_3_26_355,2,NA
 green consumption,green consumption,IPBES_GA_3_26_355,2,NA
annual rate of net forest loss,annual rate of net forest loss,IPBES_GA_3_27_356,2,NA
 annual tree cover loss,annual rate of net forest loss,IPBES_GA_3_27_356,2,NA
"wild bird index (farmland birds)
",wild bird index (farmland birds),IPBES_GA_3_31_358,2,NA
percentage of live coral cover,percentage of live coral cover,IPBES_GA_3_34_361,2,NA
Climatic Impact INDEX,climatic impact index,IPBES_GA_3_35_362,2,NA
proportion of sites in the World Database on Protected Areas reporting shared governance,proportion of sites in the world database on protected areas reporting shared governance,IPBES_GA_3_38_364,2,NA
number of extintions,number of extintions,IPBES_GA_3_40_367,1,NA
  IUCN Red List,red list index,IPBES_GA_3_40_368,2,NA
Living Planet INDEX,living planet index,IPBES_GA_3_41_369,2,NA
proportion of domesticated breeds categorized as at risk or extinct,proportion of domesticated breeds categorized as at risk or extinct,IPBES_GA_3_44_371,1,NA
 extinction risk of wild relatives of domesticated or farmed birds and mammals,extinction risk of wild relatives of domesticated or farmed birds and mammals,IPBES_GA_3_44_371,1,NA
IUCN Red List,red list index,IPBES_GA_3_45_374,2,NA
 Red List INDEX for vertebrate pollinators,red list index (vertebrate pollinators),IPBES_GA_3_45_374,2,NA
number of countries implementing NBSAPs,number of countries implementing nbsaps,IPBES_GA_3_48_377,2,NA
numbers of scientific publications on biodiversity,numbers of scientific publications on biodiversity,IPBES_GA_3_49_379,2,NA
 relevant research funding,relevant research funding,IPBES_GA_3_49_379,2,NA
 taxa assessed for the IUCN Red List,proportion of known species assessed through the red list index,IPBES_GA_3_49_379,2,NA
 species with data included in the Global Biodiversity Information Facility,species with data included in the global biodiversity information facility,IPBES_GA_3_49_379,2,NA
 Mean polar sea ice extent,mean polar sea ice extent,IPBES_GA_3_51_381,2,NA
 Official development assistance provided in support of CBD objectives,official development assistance provided in support of the cbd objectives,IPBES_GA_3_51_381,2,NA
 Wild Bird INDEX (habitat specialists),wild bird index (habitat specialists),IPBES_GA_3_51_381,2,NA
 Pesticide use,pesticide use,IPBES_GA_3_51_381,2,NA
 Glacial mass balance,glacier mass balance,IPBES_GA_3_51_381,2,NA
Red List INDEX for birds and mammals,red list index (birds and mammals),IPBES_GA_3_51_382,2,NA
Species Habitat INDEX,species habitat index,IPBES_GA_3_54_387,2,NA
 Pesticide Use,pesticide use,IPBES_GA_3_54_387,2,NA
Area of tree cover loss,tree cover,IPBES_GA_3_55_389,2,NA
 Marine trophic INDEX,marine trophic index (mti),IPBES_GA_3_55_389,2,NA
 Percentage of Key Biodiversity Areas covered by protected areas,protected area coverage of key biodiversity areas,IPBES_GA_3_55_389,2,NA
Red List Index (impacts of pollution),red list index (impacts of pollution),IPBES_GA_3_72_395,2,NA
 Percentage of freshwater Key Biodiversity Areas covered by protected areas,percentage of freshwater key biodiversity areas covered by protected areas,IPBES_GA_3_72_395,2,NA
 Proportion of fish stocks in safe biological limits,proportion of fish stocks within biologically sustainable levels,IPBES_GA_3_72_395,2,NA
 Marine Stewardship Council engaged fisheries (tonnes),marine stewardship council engaged fisheries,IPBES_GA_3_72_395,2,NA
 Percentage of marine and coastal areas covered by protected areas,protected area coverage of marine and coastal areas,IPBES_GA_3_72_395,2,NA
 Percentage of marine Key Biodiversity Areas covered by protected areas,percentage of marine key biodiversity areas covered by protected areas,IPBES_GA_3_72_395,2,NA
 Percentage of terrestrial areas covered by protected areas,percentage of terrestrial ecoregions covered by protected areas,IPBES_GA_3_72_395,2,NA
 Percentage of terrestrial ecoregions covered by protected areas,percentage of terrestrial ecoregions covered by protected areas,IPBES_GA_3_72_395,2,NA
 Number of protected area management effectiveness assessments,number of protected area management effectiveness (pame) assessments,IPBES_GA_3_72_395,2,NA
 Percentage of terrestrial Key Biodiversity Areas covered by protected areas,protected area coverage of key biodiversity areas,IPBES_GA_3_72_395,2,NA
 Area of forest under sustainable management: total FSC and PEFC forest management certification (million ha),area of forest under sustainable management,IPBES_GA_3_72_395,2,NA
 Area of tree cover loss (ha),tree cover,IPBES_GA_3_72_395,2,NA
 Percentage of mountain Key Biodiversity Areas covered by protected areas,coverage by protected areas of important sites for mountain biodiversity,IPBES_GA_3_72_395,2,NA
 Climatic Impact Index for Birds,climatic impact index for birds,IPBES_GA_3_72_395,2,NA
 Number of invasive alien species introductions,number of invasive alien species introduction events,IPBES_GA_3_72_395,2,NA
 Percentage of countries with invasive alien species legislation,percentage of countries with invasive alien species legislation,IPBES_GA_3_72_395,2,NA
 Red List Index (impacts of invasive alien species),red list index (impacts of invasive alien species),IPBES_GA_3_72_395,2,NA
biochemical oxygen demand (BOD),biochemical oxygen demand (bod),IPBES_GA_3_74_399,2,NA
 nitrogen (N) loads,nitrogen (n) loads,IPBES_GA_3_74_399,2,NA
 phosphorus (P) loads,phosphorus (p) loads,IPBES_GA_3_74_399,2,NA
 total dissolved solids (TDS),total dissolved solids (tds),IPBES_GA_3_74_399,2,NA
blue water sustainability INDEX,blue water sustainability index,IPBES_GA_3_76_401,2,NA
Human Development INDEX (HDI),human development index (hdi),IPBES_GA_3_77_402,2,NA
human development INDEX,human development index (hdi),IPBES_GA_3_97_413,2,NA
 multidimensional poverty INDEX,multidimensional poverty index,IPBES_GA_3_97_413,2,NA
 Individual Deprivation Measure,individual deprivation measure,IPBES_GA_3_97_413,2,NA
City Biodiversity INDEX,city biodiversity index,IPBES_GA_3_115_417,2,NA
CO2 emissions,co2 emissions,IPBES_GA_3_123_420,1,NA
 air quality,air quality,IPBES_GA_3_123_420,1,NA
 water quality,water quality,IPBES_GA_3_123_420,1,NA
proportion of the rural population who live within 2 km of an all-season road,proportion of the rural population who live within 2 km of an all-season road,IPBES_GA_3_128_421,2,NA
 Passenger and freight volumes by mode of transport,passenger and freight volumes by mode of transport,IPBES_GA_3_128_421,2,NA
migratory birds threatened or Near Threatened on the IUCN Red List,migratory birds threatened or near threatened on the red list index,IPBES_GA_3_150_436,2,NA
 Red List INDEX,red list index,IPBES_GA_3_150_436,2,NA
fisheries stock size,fisheries stock size,IPBES_GA_3_164_441,2,NA
 fisheries exploitation rates,fisheries exploitation rates,IPBES_GA_3_164_441,2,NA
Arctic Species Trend INDEX,arctic species trend index,IPBES_GA_3_169_443,2,NA
number of countries that have ratified the Nagoya Protocol,number of countries that have ratified the nagoya protocol,IPBES_GA_3_175_446,2,NA
